strEcu ,strLabLong                                                       ,strLab                           ,numIdTstr ,numIdGtwy ,numSid ,numDid ,numDwnSamp ,numBytes ,strDbc   ,strType ,numFac       ,numOfs  ,stIntp ,stUse1 ,stUse2 ,stUse3 ,stUse4 ,stRvt ,numMtyLvl ,strCmnt                                                           ,strName
       ,Battery Voltage                                                  ,uBat                             ,     2001 ,     2009 ,    33 , 20761 ,         1 ,       2 ,7|16@0   ,uint    ,  819.642    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Total Distance Traveled                                          ,distTotalTraveled                ,     2001 ,     2009 ,    33 ,    40 ,         1 ,       3 ,7|24@0   ,uint    ,    1        ,-117950 ,     1 ,     1 ,       ,       ,       ,    1 ,          ,merkwürdiges Offset                                               ,Mirai
       ,EV System Wakeup Signal                                          ,EVSysWakeUpSig                   ,     2001 ,     2009 ,    33 ,    65 ,         1 ,       1 ,7|8@0    ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Related Parts Drive Voltage                                   ,uFCRelatedPartsDrive             ,     2001 ,     2009 ,    33 ,    66 ,         1 ,       2 ,7|16@0   ,uint    ,  819.642    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,ECU Internal Voltage                                             ,uECUInternal                     ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,95|8@0   ,uint    ,   10        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Current                                                       ,curFC2                           ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,23|16@0  ,uint    ,  100        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Intermittent Operation                                        ,FCIntermittentOperation          ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,54|1@0   ,uint    ,  192        ,0       ,     0 ,     1 ,       ,       ,       ,    1 ,          ,eigentlich das 0 basiert 6. bit (2. höchste Stelle) in Byte 7     ,Mirai
       ,FC Mode                                                          ,FCMode                           ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,47|8@0   ,uint    ,    1        ,0       ,     0 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Cell Average Minimum Voltage                            ,uFCStaCelAveMin                  ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,103|16@0 ,uint    ,  819.277    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Cell Minimum Average Voltage Cell Channel No            ,numFCStaCellAveMinUCh            ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,135|8@0  ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Cell Minimum Voltage                                    ,uFCStaCellMin                    ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,119|16@0 ,uint    ,  819.277    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Cell Minimum Voltage Cell Channel No                    ,numFCStaCellMinUCh               ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,143|8@0  ,uint    ,    1        ,0       ,     0 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Power Generation Mode                                   ,FCStaPwrGenMode                  ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,79|8@0   ,uint    ,    1        ,0       ,     0 ,     1 ,       ,       ,       ,    1 ,          ,kann ich nicht 100% mit FCIntermittentOperation auseinanderhalten ,Mirai
       ,FC Total Voltage                                                 ,uFCTotal                         ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,151|16@0 ,uint    ,   10        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Voltage before Boosting                                       ,uFCBB                            ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,7|16@0   ,uint    ,   10        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Shift Sensor Shift Position                                      ,PosShiftSensShift                ,     2001 ,     2009 ,    33 ,    80 ,         1 ,      32 ,183|8@0  ,uint    ,    1        ,0       ,     0 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Pump Motor Temperature                                  ,tH2PumpMot                       ,     2001 ,     2009 ,    33 ,    97 ,         1 ,       3 ,23|8@0   ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Pump Motor Temperature Sensor Voltage                   ,uTH2PumpMotSens                  ,     2001 ,     2009 ,    33 ,    97 ,         1 ,       3 ,7|16@0   ,uint    ,12800        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,krieg ich nicht gut zugeordnet                                    ,Mirai
       ,High-range Hydrogen Pressure                                     ,pH2High                          ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,87|16@0  ,uint    ,  500        ,0.58    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,High-range Hydrogen Pressure Sensor Voltage                      ,uPH2HighSens                     ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,71|16@0  ,uint    , 6400        ,1.79    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,krieg ich nicht gut zugeordnet                                    ,Mirai
       ,Hydrogen Filling System High Pressure                            ,pH2FillingSysHigh                ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,119|8@0  ,uint    ,    2        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Filling System High Pressure Sensor Voltage             ,uPH2FillingSysHighSens           ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,103|16@0 ,uint    , 6400        ,1.79    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,krieg ich nicht gut zugeordnet                                    ,Mirai
       ,Low-range Hydrogen Pressure                                      ,pH2Low                           ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,7|16@0   ,uint    ,  151.9891   ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Low-range Hydrogen Pressure Sensor Voltage                       ,uPH2LowSens                      ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,23|16@0  ,uint    , 4312.5      ,7.5     ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Medium-range Hydrogen Pressure Sensor Voltage                    ,uPH2MedSens                      ,     2001 ,     2009 ,    33 ,    99 ,         1 ,      16 ,39|16@0  ,uint    ,13138        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Motor Room Side Hydrogen Detector Voltage                        ,uMotRoomSideH2Detector           ,     2001 ,     2009 ,    33 ,   100 ,         1 ,       4 ,7|16@0   ,uint    ,13333        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Tank Side Hydrogen Detector Voltage                              ,uTankSideH2Detector              ,     2001 ,     2009 ,    33 ,   100 ,         1 ,       4 ,23|16@0  ,uint    ,13333        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Tank Shut Valve 1 Voltage                                        ,uTankShutValve1                  ,     2001 ,     2009 ,    33 ,   101 ,         1 ,       4 ,23|8@0   ,uint    ,   50        ,0.03    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Tank Shut Valve 2 Voltage                                        ,uTankShutValve2                  ,     2001 ,     2009 ,    33 ,   101 ,         1 ,       4 ,31|8@0   ,uint    ,   50        ,0.03    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Pump Consumption Power                                  ,pwrH2PumpConsumption             ,     2001 ,     2009 ,    33 ,   102 ,         1 ,       9 ,39|16@0  ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Pump Revolution                                         ,nH2Pump                          ,     2001 ,     2009 ,    33 ,   102 ,         1 ,       8 ,23|16@0  ,uint    ,    4        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target Hydrogen Pump Revolution                                  ,nH2PumpDes                       ,     2001 ,     2009 ,    33 ,   102 ,         1 ,       8 ,7|16@0   ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Tank 1 Temperature Sensor Voltage                       ,uTH2Tank1Sens                    ,     2001 ,     2009 ,    33 ,   103 ,         1 ,      12 ,23|16@0  ,uint    ,13160        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,gerundet würde es passen                                          ,Mirai
       ,Hydrogen Tank 2 Temperature Sensor Voltage                       ,uTH2Tank2Sens                    ,     2001 ,     2009 ,    33 ,   103 ,         1 ,      12 ,55|16@0  ,uint    ,13160        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,gerundet würde es passen                                          ,Mirai
       ,Smoothed Value of Hydrogen Tank 1 Temperature                    ,tH2Tank1Smoth                    ,     2001 ,     2009 ,    33 ,   103 ,         1 ,      12 ,0|9@0    ,int     ,  100        ,-15.4   ,     1 ,     1 ,       ,       ,       ,    1 ,          ,vermutlich 9 bit sign?!                                           ,Mirai
       ,Smoothed Value of Hydrogen Tank 2 Temperature                    ,tH2Tank2Smooth                   ,     2001 ,     2009 ,    33 ,   103 ,         1 ,      12 ,32|9@0   ,int     ,  100        ,-15.6   ,     1 ,     1 ,       ,       ,       ,    1 ,          ,vermutlich 9 bit sign?!                                           ,Mirai
       ,Tank 1 Temperature Stored Immediately After Hydrogen Filling     ,tH2T1StoredImmAfterFilling       ,     2001 ,     2009 ,    33 ,   103 ,         1 ,      12 ,79|8@0   ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Tank 2 Temperature Stored Immediately After Hydrogen Filling     ,tH2T2StoredImmAfterFilling       ,     2001 ,     2009 ,    33 ,   103 ,         1 ,      12 ,95|8@0   ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Remaining (Hydrogen Filling System)                     ,mH2RemainFilling                 ,     2001 ,     2009 ,    33 ,   104 ,         1 ,       1 ,7|8@0    ,uint    ,    2        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Injector Injection Number                               ,numH2InjectorInj                 ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,135|8@0  ,uint    ,    1        ,0       ,     0 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Hydrogen Remaining                                               ,mH2Remain                        ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,31|8@0   ,uint    ,    2        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of High-range Hydrogen Pressure                   ,pH2HiSmooth                      ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,63|8@0   ,int     ,    0.1      ,-23040  ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of Hydrogen Pump Motor Temperature                ,tH2PumpMotSmooth                 ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,39|16@0  ,uint    ,  256        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of Low-range Hydrogen Pressure                    ,pH2LowSmooth                     ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,87|16@0  ,uint    ,   46        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of Medium-range Hydrogen Pressure                 ,pH2MedSmooth                     ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,79|8@0   ,uint    ,    1        ,-1280   ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target Low-range Hydrogen Pressure                               ,pH2LowDes                        ,     2001 ,     2009 ,    33 ,   112 ,         1 ,      17 ,15|16@0  ,uint    ,   45.4655   ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Coolant Temperature (FC Stack Outlet)                   ,tFCStaCoolantStaOut              ,     2001 ,     2009 ,    33 ,   113 ,         1 ,       6 ,47|8@0   ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Coolant Temperature (Radiator Outlet)                   ,tFCStaCoolantRadOut              ,     2001 ,     2009 ,    33 ,   113 ,         1 ,       6 ,23|8@0   ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Coolant Temperature Sensor (FC Stack Outlet) Voltage    ,uFCStaTCoolantStaOutSens         ,     2001 ,     2009 ,    33 ,   113 ,         1 ,       6 ,31|16@0  ,uint    ,13160        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Coolant Temperature Sensor (Radiator Outlet) Voltage    ,uFCStaTCoolantRadOutSens         ,     2001 ,     2009 ,    33 ,   113 ,         1 ,       6 ,7|16@0   ,uint    ,13160        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Water Pump Consumption Power                                  ,pwrWaterPumpConsumption          ,     2001 ,     2009 ,    33 ,   114 ,         1 ,       8 ,39|16@0  ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Water Pump Revolution                                         ,nFCWaterPump                     ,     2001 ,     2009 ,    33 ,   114 ,         1 ,       8 ,23|16@0  ,uint    ,    4        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target FC Water Pump Revolution                                  ,nFCWaterPumpDes                  ,     2001 ,     2009 ,    33 ,   114 ,         1 ,       8 ,7|16@0   ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Radiator Fan 1 Driving Request                                   ,RadFan1DriveReq                  ,     2001 ,     2009 ,    33 ,   116 ,         1 ,       4 ,7|16@0   ,uint    ,  163.84     ,200     ,     0 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Radiator Fan 2 Driving Request                                   ,RadFan2DriveReq                  ,     2001 ,     2009 ,    33 ,   116 ,         1 ,       4 ,23|16@0  ,uint    ,  163.84     ,200     ,     0 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Estimated Radiator Rotary Valve Position                         ,posRadRotaryValveEstimated       ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,55|16@0  ,uint    ,  164        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Radiator Fan 1 Driving Request Voltage                           ,uRadFan1DriveReq                 ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,95|8@0   ,uint    ,   10        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Radiator Fan 2 Driving Request Voltage                           ,uRadFan2DriveReq                 ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,111|8@0  ,uint    ,   10        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of FC Stack Coolant Temperature (FC Stack Outlet) ,tFCStaOutCoolantSmooth           ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,7|16@0   ,uint    ,  260        ,39      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of FC Stack Coolant Temperature (Radiator Outlet) ,tFCStaRadOutCoolantSmooth        ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,23|16@0  ,uint    ,  260        ,39      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target FC Stack Coolant Temperature (FC Stack Outlet)            ,tFCStaCoolantDes                 ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,39|8@0   ,uint    ,    1        ,39      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target Radiator Rotary Valve Position                            ,posRadRotaryValveDes             ,     2001 ,     2009 ,    33 ,   127 ,         1 ,      14 ,71|16@0  ,uint    ,  164        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Air Pressure (FC Stack Inlet)                           ,pFCStaAir                        ,     2001 ,     2009 ,    33 ,   129 ,         1 ,       7 ,47|16@0  ,uint    ,  100        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Air Pressure Sensor (FC Stack Inlet) Voltage            ,uFCStackPAirSensor               ,     2001 ,     2009 ,    33 ,   129 ,         1 ,       7 ,31|8@0   ,uint    ,   51.15     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Air Temperature (FC Stack Inlet)                        ,tFcStackAir                      ,     2001 ,     2009 ,    33 ,   129 ,         1 ,       7 ,23|8@0   ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Air Temperature Sensor (FC Stack Inlet) Voltage         ,uFCStackTAirSensor               ,     2001 ,     2009 ,    33 ,   129 ,         1 ,       7 ,7|8@0    ,uint    ,   51.15     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Intake Air Temperature                                           ,tAirInt                          ,     2001 ,     2009 ,    33 ,   130 ,         1 ,       2 ,7|8@0    ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Mass Air Flow Sensor Output Frequency                            ,freqMFAirSensorOut               ,     2001 ,     2009 ,    33 ,   130 ,         1 ,       2 ,15|8@0   ,uint    ,   20        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Pressure Regulating Valve Phase A Voltage                    ,uAirRegVlvA                      ,     2001 ,     2009 ,    33 ,   132 ,         1 ,       8 ,39|8@0   ,uint    ,   50        ,0.07    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Pressure Regulating Valve Phase B Voltage                    ,uAirRegVlvB                      ,     2001 ,     2009 ,    33 ,   132 ,         1 ,       8 ,55|8@0   ,uint    ,   50        ,0.07    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Shunt Valve Phase A Voltage                                  ,uAirShntVlvA                     ,     2001 ,     2009 ,    33 ,   132 ,         1 ,       8 ,7|8@0    ,uint    ,   50        ,0.07    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Shunt Valve Phase B Voltage                                  ,uAirShntVlvB                     ,     2001 ,     2009 ,    33 ,   132 ,         1 ,       8 ,23|8@0   ,uint    ,   50        ,0.07    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Compressor Consumption Power                                 ,pwrAirCmpr                       ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,215|8@0  ,uint    ,    0.04     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Compressor Inverter Temperature                              ,tAirCmprInvtr                    ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,167|8@0  ,uint    ,    1        ,39      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Compressor Motor Temperature                                 ,tAirCmprMot                      ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,199|16@0 ,uint    ,  260        ,39      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Air Compressor Revolution                                        ,nAirCmpr                         ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,183|8@0  ,uint    ,    0.015    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,FC Stack Air Temperature (FC Stack Inlet)                        ,tFcStackAir2                     ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,135|8@0  ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Mass Air Flow Value                                              ,mfAirVal                         ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,39|16@0  ,uint    ,    1.638    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of Barometric Pressure                            ,pAmbSmth                         ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,15|8@0   ,uint    ,  100        ,-99.84  ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of FC Stack Air Pressure (FC Stack Inlet)         ,pAirFCStaInSmooth                ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,23|16@0  ,uint    ,   45.456    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of FC Stack Air Temperature (FC Stack Inlet)      ,tAirFCStaInSmooth                ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,135|16@0 ,uint    ,  256        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Smoothed Value of Intake Air Temperature                         ,tAirIntSmooth                    ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,55|16@0  ,uint    ,  256        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target Air Compressor Revolution                                 ,nAirCmprDes                      ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,151|16@0 ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target Air Pressure Regulating Valve Position                    ,posAirPressureRegulatingValveDes ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      19 ,103|8@0  ,uint    ,    0.64     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target FC Stack Air Pressure (FC Stack Inlet)                    ,pFCStaAirInDes                   ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,87|8@0   ,uint    ,    0.2      ,-14.99  ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Target Mass Air Flow Value                                       ,mfAirValDes                      ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,71|16@0  ,uint    ,    1.638    ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Vehicle Tilt Angle (Horizontal Direction)                        ,angVehTilt                       ,     2001 ,     2009 ,    33 ,   143 ,         1 ,      29 ,231|8@0  ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Acceleration Pedal Position No.1                                 ,rApp1                            ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,31|8@0   ,uint    ,    2.55     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Acceleration Pedal Position No.2                                 ,rApp2                            ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,39|8@0   ,uint    ,    2.55     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Ambient Temperature                                              ,tAmb                             ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,7|8@0    ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Auxiliary Battery Voltage                                        ,uAuxBat2                         ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,47|16@0  ,uint    ,  950        ,0.7     ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Barometric Pressure                                              ,pAmb                             ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,15|8@0   ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,State of Charge (All Battery)                                    ,SOC                              ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,63|8@0   ,uint    ,    2.55     ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Vehicle Speed                                                    ,vVeh                             ,     2002 ,     2010 ,    33 ,     1 ,         1 ,       8 ,23|8@0   ,uint    ,    1        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Stop Light Switch                                                ,stopLightSwitch                  ,     2002 ,     2010 ,    33 ,    37 ,         1 ,       3 ,6|1@0    ,uint    ,   64        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,Einzelbit auslesung verbessern. Eigentlich 7. bit                 ,Mirai
       ,Auxiliary Battery Temperature                                    ,tAuxBat                          ,     2002 ,     2010 ,    33 ,    65 ,         1 ,       8 ,39|8@0   ,uint    ,    1        ,40      ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,P Position Switch Terminal Voltage                               ,uPPosSwitchTerminal              ,     2002 ,     2010 ,    33 ,    65 ,         1 ,       8 ,47|8@0   ,uint    ,   52.94     ,-0.0777 ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Shift Sensor Main Voltage                                        ,uShiftSensMain                   ,     2002 ,     2010 ,    33 ,    65 ,         1 ,       8 ,7|8@0    ,uint    ,   50        ,0.06    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Shift Sensor Select Main Voltage                                 ,uShiftSensSelMain                ,     2002 ,     2010 ,    33 ,    65 ,         1 ,       8 ,23|8@0   ,uint    ,   50        ,0.04    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Shift Sensor Select Sub Voltage                                  ,uShiftSensSelSub                 ,     2002 ,     2010 ,    33 ,    65 ,         1 ,       8 ,31|8@0   ,uint    ,   50        ,0.04    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Shift Sensor Sub Voltage                                         ,uShiftSensSub                    ,     2002 ,     2010 ,    33 ,    65 ,         1 ,       8 ,15|8@0   ,uint    ,   50        ,0.06    ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Accelerator Degree                                               ,degAccel                         ,     2002 ,     2010 ,    33 ,    70 ,         1 ,      26 ,15|8@0   ,uint    ,    2        ,0       ,     1 ,     1 ,       ,       ,       ,    1 ,          ,                                                                  ,Mirai
       ,Accelerator Info For Driver Support System                       ,AccelInfoforDriverSuppSystem     ,     2002 ,     2010 ,    33 ,    70 ,         1 ,      26 ,114|1@0  ,uint    ,    4        ,32.5    ,     0 ,     1 ,       ,       ,       ,    1 ,          ,3. Bit !!!Bit Erkennung!!!                                        ,Mirai
